Date,Player,League,Stat,Line,Side,Implied_Win_%,FD_Odds,Result,Actual
2026-02-07,Egor Dëmin,NBA,Assists,3.5,Under,51.92,-125,WIN,2
2026-02-07,Kevin Durant,NBA,Points,23.5,Over,51.92,-125,LOSS,20
2026-02-07,De'Anthony Melton,NBA,Points,16.5,Under,51.92,-125,WIN,5
2026-02-07,Day'Ron Sharpe,NBA,Points,8.5,Over,51.64,-122,WIN,19
2026-02-07,Dyson Daniels,NBA,Assists,6.5,Under,51.42,-122,WIN,3
2026-02-07,Dillon Brooks,NBA,Points,19.5,Under,51.42,-122,LOSS,28
2026-02-07,Deandre Ayton,NBA,Points,11.5,Over,51.42,-122,DNP/Unknown,0
2026-02-07,Moussa Diabaté,NBA,Points,9.5,Over,51.42,-122,WIN,11
2026-02-07,Alex Caruso,NBA,Assists,2.5,Over,51.42,-122,LOSS,1
2026-02-07,Draymond Green,NBA,Points,8.5,Under,51.42,-122,LOSS,9
2026-02-07,Isaiah Hartenstein,NBA,Points,9.5,Under,51.42,-122,WIN,4
2026-02-07,Nolan Traore,NBA,Points,10.5,Under,51.42,-122,LOSS,15
2026-02-07,Klay Thompson,NBA,Points,9.5,Over,51.42,-122,WIN,19
2026-02-07,Justin Champagnie,NBA,Rebounds,6.5,Over,51.42,-122,WIN,9
2026-02-07,VJ Edgecombe,NBA,Points,14.5,Under,51.42,-122,WIN,5
2026-02-07,Deandre Ayton,NBA,Rebounds,8.5,Over,51.42,-122,DNP/Unknown,0
2026-02-07,Domantas Sabonis,NBA,Assists,3.5,Over,51.42,-122,DNP/Unknown,0
2026-02-07,Christian Braun,NBA,Assists,2.5,Under,51.2,-122,WIN,2
2026-02-07,Max Christie,NBA,Rebounds,3.5,Under,51.01,-120,WIN,3
2026-02-07,Royce O'Neale,NBA,Points,8.5,Under,51.01,-120,LOSS,14
2026-02-07,Dyson Daniels,NBA,Points,10.5,Over,51.01,-120,WIN,11
2026-02-07,Stephon Castle,NBA,Rebounds,4.5,Over,51.01,-120,WIN,12
2026-02-07,Mark Williams,NBA,Points,10.5,Under,51.01,-120,LOSS,11
2026-02-07,Keyonte George,NBA,Points,21.5,Over,51.01,-120,LOSS,5
2026-02-07,Tari Eason,NBA,Points,11.5,Under,51.01,-120,LOSS,26
2026-02-07,Lauri Markkanen,NBA,Points,21.5,Over,51.01,-120,WIN,27
2026-02-07,Bilal Coulibaly,NBA,Assists,2.5,Over,51.01,-120,DNP/Unknown,0
2026-02-07,Jalen Smith,NBA,Points,11.5,Over,51.01,-120,DNP/Unknown,0
2026-02-07,Isaiah Hartenstein,NBA,Assists,3.5,Under,51.01,-120,LOSS,11
2026-02-07,Austin Reaves,NBA,Points,23.5,Under,51.01,-120,WIN,16
2026-02-07,Cameron Johnson,NBA,Points,9.5,Under,51.01,-120,LOSS,14
2026-02-07,Nickeil Alexander-Walker,NBA,Assists,3.5,Over,51.01,-120,WIN,10
2026-02-07,Santi Aldama,NBA,Points,13.5,Under,51.01,-120,DNP/Unknown,0
2026-02-07,Deni Avdija,NBA,Points,21.5,Over,51.01,-120,DNP/Unknown,0
2026-02-07,Ty Jerome,NBA,Points,14.5,Over,50.61,-118,LOSS,13
2026-02-07,Alperen Sengun,NBA,Points,18.5,Under,50.61,-118,WIN,17
2026-02-07,Kyshawn George,NBA,Points,14.5,Over,50.61,-118,DNP/Unknown,0
2026-02-07,Jerami Grant,NBA,Points,16.5,Over,50.61,-118,WIN,29
2026-02-07,Kon Knueppel,NBA,Points,17.5,Over,50.61,-118,WIN,23
2026-02-07,Ace Bailey,NBA,Points,12.5,Over,50.61,-118,LOSS,10
2026-02-07,Harrison Barnes,NBA,Points,8.5,Under,50.61,-118,LOSS,9
2026-02-07,Jaylen Wells,NBA,Points,13.5,Over,50.61,-118,DNP/Unknown,0
2026-02-07,Jaylin Williams,NBA,Points,6.5,Under,50.61,-118,WIN,6
2026-02-07,Domantas Sabonis,NBA,Points,13.5,Under,50.61,-118,DNP/Unknown,0
2026-02-07,Jabari Smith,NBA,Points,13.5,Under,50.61,-118,LOSS,22
2026-02-07,Ty Jerome,NBA,Assists,4.5,Over,50.61,-118,LOSS,1
2026-02-07,Julian Champagnie,NBA,Rebounds,5.5,Over,50.61,-118,LOSS,2
2026-02-07,Al Horford,NBA,Rebounds,5.5,Over,50.61,-118,LOSS,4
2026-02-07,Alex Sarr,NBA,Points,17.5,Over,50.4,-118,DNP/Unknown,0
2026-02-07,Al Horford,NBA,Points,9.5,Under,50.4,-118,WIN,4
2026-02-07,Rui Hachimura,NBA,Points,11.5,Over,50.0,-114,WIN,18
2026-02-07,Rui Hachimura,NBA,Points,11.5,Under,50.0,-114,LOSS,18
2026-02-07,Moses Moody,NBA,Rebounds,3.5,Under,50.0,-114,LOSS,4
2026-02-07,Isaac Okoro,NBA,Points,11.0,Under,50.0,-114,LOSS,13
2026-02-07,Matas Buzelis,NBA,Points,18.5,Under,50.0,-114,LOSS,21
2026-02-07,Quentin Grimes,NBA,Points,10.5,Over,50.0,-114,LOSS,6
2026-02-07,Matas Buzelis,NBA,Points,18.5,Over,50.0,-114,WIN,21
2026-02-07,Brandin Podziemski,NBA,Assists,3.5,Over,50.0,-114,WIN,4
2026-02-07,Brandin Podziemski,NBA,Assists,3.5,Under,50.0,-114,LOSS,4
2026-02-07,Onyeka Okongwu,NBA,Rebounds,7.5,Under,50.0,-114,WIN,6
2026-02-07,Onyeka Okongwu,NBA,Rebounds,7.5,Over,50.0,-114,LOSS,6
2026-02-07,Moses Moody,NBA,Rebounds,3.5,Over,50.0,-114,WIN,4
2026-02-07,Quentin Grimes,NBA,Points,10.5,Under,50.0,-114,WIN,6
2026-02-07,Ty Jerome,NBA,Rebounds,2.5,Under,50.0,-114,WIN,1
2026-02-07,Clint Capela,NBA,Rebounds,5.5,Under,50.0,-114,WIN,1
2026-02-07,Devin Vassell,NBA,Rebounds,3.5,Under,50.0,-114,LOSS,4
2026-02-07,Jrue Holiday,NBA,Points,13.5,Under,50.0,-114,LOSS,21
2026-02-07,Naji Marshall,NBA,Points,17.5,Under,50.0,-114,WIN,6
2026-02-07,Reed Sheppard,NBA,Points,10.5,Over,50.0,-114,WIN,16
2026-02-07,Naji Marshall,NBA,Points,17.5,Over,50.0,-114,LOSS,6
2026-02-07,De'Aaron Fox,NBA,Points,17.5,Under,50.0,-114,WIN,15
2026-02-07,Reed Sheppard,NBA,Points,10.5,Under,50.0,-114,LOSS,16
2026-02-07,Jrue Holiday,NBA,Points,13.5,Over,50.0,-114,WIN,21
2026-02-07,Devin Vassell,NBA,Points,12.5,Over,50.0,-114,WIN,17
2026-02-07,Devin Vassell,NBA,Rebounds,3.5,Over,50.0,-114,WIN,4
2026-02-07,De'Aaron Fox,NBA,Points,17.5,Over,50.0,-114,LOSS,15
2026-02-07,Naji Marshall,NBA,Assists,3.5,Over,50.0,-114,WIN,5
2026-02-07,Naji Marshall,NBA,Assists,3.5,Under,50.0,-114,LOSS,5
2026-02-07,Ty Jerome,NBA,Rebounds,2.5,Over,50.0,-114,LOSS,1
2026-02-07,Egor Dëmin,NBA,Points,12.5,Under,50.0,-114,WIN,4
2026-02-07,Egor Dëmin,NBA,Points,12.5,Over,50.0,-114,LOSS,4
2026-02-07,Clint Capela,NBA,Rebounds,5.5,Over,50.0,-114,LOSS,1
2026-02-07,Devin Vassell,NBA,Points,12.5,Under,50.0,-114,LOSS,17
2026-02-07,Al Horford,NBA,Points,9.5,Over,49.6,-114,LOSS,4
2026-02-07,Alex Sarr,NBA,Points,17.5,Under,49.6,-114,DNP/Unknown,0
2026-02-07,Ty Jerome,NBA,Points,14.5,Under,49.39,-112,WIN,13
2026-02-07,Jaylin Williams,NBA,Points,6.5,Over,49.39,-112,LOSS,6
2026-02-07,Al Horford,NBA,Rebounds,5.5,Under,49.39,-112,WIN,4
2026-02-07,Kon Knueppel,NBA,Points,17.5,Under,49.39,-112,LOSS,23
2026-02-07,Domantas Sabonis,NBA,Points,13.5,Over,49.39,-112,DNP/Unknown,0
2026-02-07,Jerami Grant,NBA,Points,16.5,Under,49.39,-112,LOSS,29
2026-02-07,Jabari Smith,NBA,Points,13.5,Over,49.39,-112,WIN,22
2026-02-07,Jaylen Wells,NBA,Points,13.5,Under,49.39,-112,DNP/Unknown,0
2026-02-07,Alperen Sengun,NBA,Points,18.5,Over,49.39,-112,LOSS,17
2026-02-07,Julian Champagnie,NBA,Rebounds,5.5,Under,49.39,-112,WIN,2
2026-02-07,Ty Jerome,NBA,Assists,4.5,Under,49.39,-112,WIN,1
2026-02-07,Ace Bailey,NBA,Points,12.5,Under,49.39,-112,WIN,10
2026-02-07,Kyshawn George,NBA,Points,14.5,Under,49.39,-112,DNP/Unknown,0
2026-02-07,Harrison Barnes,NBA,Points,8.5,Over,49.39,-112,WIN,9
2026-02-07,Tari Eason,NBA,Points,11.5,Over,48.99,-110,WIN,26
2026-02-07,Lauri Markkanen,NBA,Points,21.5,Under,48.99,-110,LOSS,27
2026-02-07,Jalen Smith,NBA,Points,11.5,Under,48.99,-110,DNP/Unknown,0
2026-02-07,Santi Aldama,NBA,Points,13.5,Over,48.99,-110,DNP/Unknown,0
2026-02-07,Nickeil Alexander-Walker,NBA,Assists,3.5,Under,48.99,-110,LOSS,10
2026-02-07,Cameron Johnson,NBA,Points,9.5,Over,48.99,-110,WIN,14
2026-02-07,Bilal Coulibaly,NBA,Assists,2.5,Under,48.99,-110,DNP/Unknown,0
2026-02-07,Austin Reaves,NBA,Points,23.5,Over,48.99,-110,LOSS,16
2026-02-07,Keyonte George,NBA,Points,21.5,Under,48.99,-110,WIN,5
2026-02-07,Deni Avdija,NBA,Points,21.5,Under,48.99,-110,DNP/Unknown,0
2026-02-07,Dyson Daniels,NBA,Points,10.5,Under,48.99,-110,LOSS,11
2026-02-07,Jalen Suggs,NBA,Points,15.5,Over,48.99,-110,LOSS,12
2026-02-07,Max Christie,NBA,Rebounds,3.5,Over,48.99,-110,LOSS,3
2026-02-07,Royce O'Neale,NBA,Points,8.5,Over,48.99,-110,WIN,14
2026-02-07,Mark Williams,NBA,Points,10.5,Over,48.99,-110,WIN,11
2026-02-07,Stephon Castle,NBA,Rebounds,4.5,Under,48.99,-110,LOSS,12
2026-02-07,Isaiah Hartenstein,NBA,Assists,3.5,Over,48.99,-110,WIN,11
2026-02-07,Christian Braun,NBA,Assists,2.5,Over,48.8,-110,LOSS,2
2026-02-07,Isaiah Hartenstein,NBA,Points,9.5,Over,48.58,-108,LOSS,4
2026-02-07,Moussa Diabaté,NBA,Points,9.5,Under,48.58,-108,LOSS,11
2026-02-07,Deandre Ayton,NBA,Points,11.5,Under,48.58,-108,DNP/Unknown,0
2026-02-07,Nolan Traore,NBA,Points,10.5,Over,48.58,-108,WIN,15
2026-02-07,Alex Caruso,NBA,Assists,2.5,Under,48.58,-108,WIN,1
2026-02-07,Justin Champagnie,NBA,Rebounds,6.5,Under,48.58,-108,LOSS,9
2026-02-07,Deandre Ayton,NBA,Rebounds,8.5,Under,48.58,-108,DNP/Unknown,0
2026-02-07,Dyson Daniels,NBA,Assists,6.5,Over,48.58,-108,LOSS,3
2026-02-07,Draymond Green,NBA,Points,8.5,Over,48.58,-108,WIN,9
2026-02-07,Miles Bridges,NBA,Points,16.0,Over,48.58,-108,WIN,26
2026-02-07,Klay Thompson,NBA,Points,9.5,Under,48.58,-108,LOSS,19
2026-02-07,VJ Edgecombe,NBA,Points,14.5,Over,48.58,-108,LOSS,5
2026-02-07,Donovan Mitchell,NBA,Points,27.5,Over,48.58,-108,WIN,35
2026-02-07,Domantas Sabonis,NBA,Assists,3.5,Under,48.58,-108,DNP/Unknown,0
2026-02-07,Dillon Brooks,NBA,Points,19.5,Over,48.58,-108,WIN,28
2026-02-07,Day'Ron Sharpe,NBA,Points,8.5,Under,48.36,-106,LOSS,19
2026-02-07,Desmond Bane,NBA,Points,20.0,Over,48.08,-106,WIN,22
2026-02-07,Paolo Banchero,NBA,Points,23.5,Under,48.08,-106,WIN,23
2026-02-07,Jake LaRavia,NBA,Points,9.5,Over,48.08,-106,LOSS,2
2026-02-07,Anthony Black,NBA,Points,16.5,Under,48.08,-106,LOSS,21
2026-02-07,GG Jackson,NBA,Points,15.5,Over,48.08,-106,LOSS,11
2026-02-07,Nikola Jokić,NBA,Points,26.5,Over,48.08,-106,LOSS,22
2026-02-07,De'Anthony Melton,NBA,Points,16.5,Over,48.08,-106,LOSS,5
2026-02-07,Royce O'Neale,NBA,Rebounds,4.5,Over,48.08,-106,WIN,11
2026-02-07,LeBron James,NBA,Points,23.5,Over,48.08,-106,LOSS,20
2026-02-07,Oso Ighodaro,NBA,Points,5.5,Under,48.08,-106,WIN,3
2026-02-07,CJ McCollum,NBA,Points,16.5,Over,48.08,-106,LOSS,12
2026-02-07,Nickeil Alexander-Walker,NBA,Points,19.0,Over,48.08,-106,LOSS,13
2026-02-07,Egor Dëmin,NBA,Assists,3.5,Over,48.08,-106,LOSS,2
2026-02-07,Joel Embiid,NBA,Points,28.0,Over,48.08,-106,WIN,33
2026-02-07,De'Aaron Fox,NBA,Rebounds,3.5,Under,48.08,-106,WIN,2
2026-02-07,Toumani Camara,NBA,Points,12.5,Over,48.08,-106,LOSS,8
2026-02-07,Cody Williams,NBA,Points,6.5,Over,48.08,-106,LOSS,0
2026-02-07,Kevin Durant,NBA,Points,23.5,Under,48.08,-106,WIN,20
2026-02-07,Mark Williams,NBA,Rebounds,8.5,Over,47.59,-104,WIN,11
2026-02-07,Jaylen Wells,NBA,Rebounds,3.5,Over,47.59,-104,DNP/Unknown,0
2026-02-07,LaMelo Ball,NBA,Points,19.5,Over,47.59,-104,LOSS,19
2026-02-07,LaMelo Ball,NBA,Rebounds,4.5,Under,47.59,-104,WIN,1
2026-02-07,Moses Moody,NBA,Points,14.5,Over,47.59,-104,WIN,25
2026-02-07,Isaac Okoro,NBA,Rebounds,3.5,Over,47.59,-104,LOSS,2
2026-02-07,Daniel Gafford,NBA,Rebounds,7.5,Under,47.59,-104,WIN,4
2026-02-07,Cooper Flagg,NBA,Points,24.5,Under,47.59,-104,WIN,14
2026-02-07,Nolan Traore,NBA,Rebounds,2.5,Under,47.59,-104,LOSS,3
2026-02-07,Marcus Smart,NBA,Points,10.5,Over,47.18,-102,WIN,15
2026-02-07,Paolo Banchero,NBA,Rebounds,8.5,Under,47.18,-102,WIN,7
2026-02-07,Naji Marshall,NBA,Rebounds,5.5,Under,47.18,-102,WIN,3
2026-02-07,Victor Wembanyama,NBA,Points,24.5,Over,47.18,-102,LOSS,16
2026-02-07,Alex Caruso,NBA,Points,6.5,Under,47.18,-102,LOSS,8
2026-02-07,Amen Thompson,NBA,Rebounds,6.5,Under,47.18,-102,DNP/Unknown,0
2026-02-07,Alperen Sengun,NBA,Rebounds,9.0,Under,47.18,-102,LOSS,12
2026-02-07,Isaiah Joe,NBA,Points,11.5,Under,47.18,-102,LOSS,21
2026-02-07,Luguentz Dort,NBA,Points,10.5,Under,47.18,-102,WIN,2
2026-02-07,Collin Gillespie,NBA,Points,14.0,Under,47.18,-102,WIN,6
2026-02-07,Aaron Wiggins,NBA,Points,16.5,Under,47.18,-102,LOSS,17
2026-02-07,Noah Clowney,NBA,Rebounds,4.5,Over,47.18,-102,LOSS,3
2026-02-07,Deni Avdija,NBA,Rebounds,6.5,Over,47.18,-102,DNP/Unknown,0
2026-02-07,Kyshawn George,NBA,Assists,4.5,Over,47.18,-102,DNP/Unknown,0
2026-02-07,Danny Wolf,NBA,Points,8.5,Over,47.18,-102,WIN,16
2026-02-07,Bilal Coulibaly,NBA,Points,11.0,Under,47.18,-102,DNP/Unknown,0
2026-02-07,Noah Clowney,NBA,Points,11.5,Over,47.18,-102,WIN,18
2026-02-07,Tristan Silva,NBA,Points,7.5,Under,47.18,-102,DNP/Unknown,0
2026-02-07,Michael Porter,NBA,Points,25.5,Over,47.18,-102,LOSS,23
2026-02-07,Devin Booker,NBA,Points,22.5,Under,47.18,-102,WIN,21
2026-02-07,Jalen Johnson,NBA,Rebounds,10.5,Over,47.18,-102,LOSS,9
2026-02-07,Brandon Miller,NBA,Points,21.5,Under,47.18,-102,WIN,16
2026-02-07,Draymond Green,NBA,Assists,4.5,Over,47.18,-102,WIN,6
2026-02-07,Onyeka Okongwu,NBA,Points,15.5,Over,47.18,-102,WIN,16
2026-02-07,Jamal Murray,NBA,Points,25.5,Over,47.18,-102,WIN,28
2026-02-07,Keyonte George,NBA,Rebounds,3.5,Over,46.77,100,LOSS,1
2026-02-07,Kon Knueppel,NBA,Assists,3.5,Under,46.77,100,LOSS,4
2026-02-07,Cason Wallace,NBA,Points,11.5,Over,46.77,100,WIN,23
2026-02-07,Kelly Oubre,NBA,Points,13.5,Over,46.77,100,WIN,18
2026-02-07,Amen Thompson,NBA,Points,14.5,Over,46.77,100,DNP/Unknown,0
2026-02-07,Tyrese Maxey,NBA,Points,26.5,Under,46.77,100,LOSS,29
2026-02-07,Max Christie,NBA,Points,13.5,Under,46.77,100,LOSS,17
2026-02-07,Chet Holmgren,NBA,Points,19.5,Under,46.77,100,WIN,17
2026-02-07,Christian Braun,NBA,Points,11.5,Under,46.77,100,WIN,10
2026-02-07,Julian Champagnie,NBA,Points,10.5,Over,46.77,100,LOSS,5
2026-02-07,Wendell Carter,NBA,Points,10.5,Under,46.77,100,WIN,8
2026-02-07,Nic Claxton,NBA,Points,11.5,Over,46.77,100,LOSS,11
2026-02-07,Jrue Holiday,NBA,Rebounds,3.5,Under,46.77,100,WIN,2
2026-02-07,Justin Champagnie,NBA,Points,9.5,Under,46.77,100,LOSS,21
2026-02-07,Jalen Johnson,NBA,Points,23.5,Under,46.77,100,LOSS,31
2026-02-07,Kon Knueppel,NBA,Rebounds,5.5,Over,46.21,102,WIN,8
2026-02-07,Moussa Diabaté,NBA,Rebounds,9.0,Over,46.21,102,WIN,15
2026-02-07,Jalen Suggs,NBA,Assists,6.5,Over,46.21,102,LOSS,6
2026-02-07,Brandin Podziemski,NBA,Points,11.5,Over,46.21,102,WIN,14
2026-02-07,Stephon Castle,NBA,Points,15.5,Under,46.21,102,LOSS,40
2026-02-07,Max Christie,NBA,Assists,2.5,Under,46.21,102,LOSS,3
2026-02-07,Victor Wembanyama,NBA,Rebounds,11.5,Over,44.89,108,LOSS,11
2026-02-07,Stephon Castle,NBA,Assists,7.0,Under,44.52,110,LOSS,12
2026-02-07,Alperen Sengun,NBA,Assists,5.0,Over,44.52,110,WIN,11
2026-02-07,Nic Claxton,NBA,Rebounds,8.0,Under,44.15,112,WIN,5
2026-02-07,LeBron James,NBA,Assists,8.0,Over,44.15,112,WIN,10
2026-02-07,Jalen Johnson,NBA,Assists,8.0,Over,44.15,112,Push,8
2026-02-07,Tyrese Maxey,NBA,Assists,7.0,Under,43.3,116,WIN,6
2026-02-07,Aaron Wiggins,NBA,Rebounds,4.0,Over,43.05,116,LOSS,2
2026-02-07,Ace Bailey,NBA,Rebounds,4.0,Over,43.05,116,LOSS,3
2026-02-07,Devin Booker,NBA,Assists,5.0,Under,42.83,118,LOSS,9
2026-02-07,Amen Thompson,NBA,Assists,5.0,Over,42.83,118,DNP/Unknown,0
2026-02-07,Kevin Durant,NBA,Assists,4.0,Under,42.83,118,Push,4
2026-02-07,Christian Braun,NBA,Rebounds,5.0,Over,42.83,118,LOSS,4
2026-02-07,Kelly Oubre,NBA,Rebounds,5.0,Under,42.83,118,LOSS,6
2026-02-07,Jamal Murray,NBA,Assists,7.0,Over,42.48,120,WIN,11
2026-02-07,Kevin Durant,NBA,Rebounds,5.0,Under,42.48,120,WIN,1
2026-02-07,Deni Avdija,NBA,Assists,5.0,Over,42.15,122,DNP/Unknown,0
2026-02-07,Collin Gillespie,NBA,Rebounds,4.0,Under,42.15,122,Push,4
2026-02-07,Tyrese Maxey,NBA,Rebounds,4.0,Under,42.15,122,LOSS,9
2026-02-07,Toumani Camara,NBA,Rebounds,5.0,Over,42.15,122,WIN,7
2026-02-07,Cedric Coward,NBA,Rebounds,6.0,Over,41.7,124,DNP/Unknown,0
2026-02-07,Collin Gillespie,NBA,Assists,5.0,Under,41.7,124,WIN,2
2026-02-07,Jamal Murray,NBA,Rebounds,4.0,Under,41.38,126,WIN,3
2026-02-07,Austin Reaves,NBA,Assists,5.0,Over,40.95,128,WIN,8
2026-02-07,Jalen Suggs,NBA,Rebounds,5.0,Over,40.95,128,WIN,7
2026-02-07,Anthony Black,NBA,Rebounds,4.0,Over,40.95,128,LOSS,3
2026-02-07,Dillon Brooks,NBA,Rebounds,4.0,Under,40.95,128,WIN,2
2026-02-07,VJ Edgecombe,NBA,Assists,4.0,Over,40.23,132,LOSS,2
2026-02-07,Rui Hachimura,NBA,Rebounds,4.0,Over,40.23,132,LOSS,1
